id	name	description
pwe185	Jörgen W. Weibull	Stockholm School of Economics -> Department of Economics; Toulouse School of Economics (TSE) -> Institute for Advanced Study in Toulouse (IAST) (rank: 867, publications: 167)
pon1	Steven Ongena	Swiss Finance Institute; University of Zurich -> Faculty of Economics -> Department of Banking and Finance (Swiss Banking Institute) (rank: 869, publications: 174)
pmi16	Stephen M. Miller	University of Connecticut -> Department of Economics; University of Nevada-Las Vegas -> Lee School of Business -> Department of Economics (rank: 871, publications: 333)
pwy2	Charles Wyplosz	Institute des Hautes Études Internationales et du Développement -> International Economics Section (rank: 872, publications: 156)
pde44	David de la Croix	Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE); Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Institute for Economic and Social Research (rank: 873, publications: 304)
pgi283	Robert Gibbons	Massachusetts Institute of Technology (MIT) -> Sloan School of Management; Massachusetts Institute of Technology (MIT) -> Economics Department (rank: 874, publications: 83)
pme136	Loretta J. Mester	University of Pennsylvania -> Wharton School of Business -> Finance Department; Federal Reserve Bank of Cleveland (rank: 875, publications: 202)
pch91	Yeon-Koo Che	University of Wisconsin-Madison -> Economics Department; Columbia University -> School of Arts and Sciences -> Department of Economics (rank: 876, publications: 117)
pyo20	Motohiro Yogo	Princeton University -> Department of Economics; National Bureau of Economic Research (NBER) (rank: 877, publications: 54)
plo26	J. David Lopez-Salido	Centre for Economic Policy Research (CEPR) (rank: 878, publications: 167)
pma186	Nelson Mark	University of Notre Dame -> Department of Economics (rank: 879, publications: 91)
pva498	Dimitri Vayanos	London School of Economics (LSE) -> Finance Department (rank: 881, publications: 114)
pga696	A. Ronald Gallant	Pennsylvania State University -> Department of Economics (rank: 882, publications: 80)
pke132	Philip Keefer	Inter-American Development Bank (rank: 883, publications: 71)
pfe43	John Fernald	Federal Reserve Bank of San Francisco -> Economic Research (rank: 884, publications: 103)
pva299	Eric van Damme	Tilburg University -> CentER for Economic Research; Tilburg University -> Tilburg Law and Economics Center (TILEC) (rank: 885, publications: 305)
pro323	Jean-Marc Robin	University College London (UCL) -> Department of Economics; Sciences Po -> Economics -> Department of Economics (rank: 886, publications: 193)
por38	Philip Oreopoulos	University of Toronto -> Department of Economics (rank: 887, publications: 68)
pgl14	Paul William Glewwe	University of Minnesota-St. Paul -> College of Agricultural, Food, and Environmental Sciences -> Department of Applied Economics (rank: 888, publications: 124)
pro48	Michael Rothschild	Princeton University -> Department of Economics; Princeton University -> Woodrow Wilson School of Public and International Affairs (rank: 889, publications: 42)
peh4	Michael Ehrmann	European Central Bank (rank: 890, publications: 149)
pci47	Antonio Ciccone	Barcelona Graduate School of Economics (Barcelona GSE); Barcelona Graduate School of Economics (Barcelona GSE) -> Pompeu Fabra University -> Department of Economics and Business; Barcelona Graduate School of Economics (Barcelona GSE) -> Center for Research in International Economics (CREI); Foundation for the Study of Applied Economics (rank: 891, publications: 112)
pde227	Enrica Detragiache	International Monetary Fund (IMF) (rank: 892, publications: 78)
pda66	Michael Darby	National Bureau of Economic Research (NBER); University of California-Los Angeles (UCLA) -> Department of Economics; University of California-Los Angeles (UCLA) -> Anderson Graduate School of Management; University of California-Los Angeles (UCLA) -> Luskin School of Public Affairs (rank: 893, publications: 121)
pcr1	Peter Cramton	University of Maryland -> Department of Economics (rank: 894, publications: 217)
pre44	Jennifer Reinganum	Vanderbilt University -> Department of Economics (rank: 895, publications: 119)
plo31	Lance Lochner	National Bureau of Economic Research (NBER); CESifo; Rimini Centre for Economic Analysis (RCEA); University of Western Ontario -> Department of Economics (rank: 896, publications: 97)
pfr95	Michael Fritsch	German Institute for Economic Research (DIW); Halle Institute for Economic Research; University of Jena -> Faculty of Economics and Business Administration (rank: 897, publications: 243)
pev5	Martin Evans	Georgetown University -> Economics Department (rank: 898, publications: 115)
phe40	Geoffrey Heal	Columbia University -> Graduate School of Business -> Finance and Economics Department (rank: 899, publications: 176)
plo65	Ben Lockwood	University of Warwick -> Department of Economics; Centre for Economic Policy Research (CEPR); Oxford University -> Saïd Business School -> Centre for Business Taxation (rank: 900, publications: 172)
phu9	Jennifer Hunt	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); German Institute for Economic Research (DIW); Rutgers University-New Brunswick -> Department of Economics (rank: 901, publications: 97)
pfe28	Gabriel J Felbermayr	Ifo Institute for Economic Research at the University of Munich (rank: 902, publications: 216)
pro550	Terry Lee Roe	University of Minnesota-St. Paul -> College of Agricultural, Food, and Environmental Sciences -> Department of Applied Economics (rank: 903, publications: 200)
psi78	Pierre Siklos	Rimini Centre for Economic Analysis (RCEA); Wilfrid Laurier University -> School of Business and Economics -> Department of Economics; Centre for International Governance Innovation (CIGI); Wilfrid Laurier University -> Viessmann European Research Centre (rank: 904, publications: 234)
pwa205	Peter P. Wakker	Erasmus University of Rotterdam -> Erasmus School of Economics -> Econometric Institute (rank: 905, publications: 107)
pro222	Peter M. Robinson	London School of Economics (LSE) -> Economics Department (rank: 906, publications: 44)
pla600	Owen A. Lamont	Harvard University -> Department of Economics (rank: 907, publications: 54)
pwi192	Robert J. Willis	University of Michigan -> Economics Department (rank: 908, publications: 67)
pba735	Malcolm Baker	Harvard University -> Harvard Business School -> Finance Unit (rank: 909, publications: 47)
pgo34	Peter Gottschalk	Boston College -> Department of Economics (rank: 910, publications: 102)
pmi44	Branko Milanovic	World Bank Group -> Economics Research; City University of New York (CUNY) -> Graduate Center -> Department of Economics (rank: 911, publications: 135)
pro248	John H. Rogers	Federal Reserve Board (Board of Governors of the Federal Reserve System) (rank: 912, publications: 124)
pta60	M. Scott Taylor	National Bureau of Economic Research (NBER); University of Calgary -> Department of Economics (rank: 913, publications: 59)
pad61	Tobias Adrian	Federal Reserve Bank of New York -> Research and Statistics Group (rank: 914, publications: 93)
pst130	Nicholas H. Stern	Government of the United Kingdom -> HM Treasury (rank: 915, publications: 77)
pla288	Luca Lambertini	University of Bologna -> Department of Economics; Rimini Centre for Economic Analysis (RCEA) (rank: 916, publications: 373)
plu27	Erzo F.P. Luttmer	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); Dartmouth College -> Economics Department (rank: 917, publications: 82)
pke8	Wolfgang Keller	National Bureau of Economic Research (NBER); Centre for Economic Policy Research (CEPR); University of Colorado -> Department of Economics (rank: 918, publications: 101)
pru25	Juan F Rubio-Ramirez	Emory University -> Department of Economics; Federal Reserve Bank of Atlanta (rank: 919, publications: 169)
pra576	Hillel Rapoport	Paris School of Economics (rank: 920, publications: 186)
pcl55	Todd Clark	Federal Reserve Bank of Cleveland -> Economic Research (rank: 921, publications: 129)
pbo202	Tito Boeri	Bocconi University -> Innocenzo Gasparini Institute for Economic Research (IGIER); Rodolfo DeBenedetti Foundation (rank: 922, publications: 150)
psi285	Leopold Simar	Catholic University of Louvain-la-Neuve -> Economics School of Louvain -> Center for Operations Research and Econometrics (CORE) (rank: 923, publications: 167)
pir25	Douglas A. Irwin	National Bureau of Economic Research (NBER); Dartmouth College -> Economics Department (rank: 924, publications: 128)
pod31	Ted O'Donoghue	Cornell University -> Department of Economics (rank: 925, publications: 49)
pyi12	Shlomo Yitzhaki	National Bureau of Economic Research (NBER); Hebrew University of Jerusalem -> Department of Economics (rank: 927, publications: 122)
pre34	Patrick Rey	Toulouse School of Economics (TSE) -> Institute of Industrial Economics (rank: 928, publications: 154)
pli184	Jeffrey B. Liebman	Harvard University -> Kennedy School of Government (rank: 929, publications: 50)
ppa511	Nina Pavcnik	National Bureau of Economic Research (NBER); Dartmouth College -> Economics Department (rank: 930, publications: 60)
pzw2	Josef Zweimüller	Institute of Labor Economics (IZA); Centre for Economic Policy Research (CEPR); University of Zurich -> Faculty of Economics -> Department of Economics (rank: 931, publications: 188)
pku26	Peter Kuhn	Institute of Labor Economics (IZA); National Bureau of Economic Research (NBER); CESifo; University of California-Santa Barbara (UCSB) -> Department of Economics (rank: 932, publications: 128)
pki52	Alan Kirman	École des Hautes Études en Sciences Sociales (EHESS) -> Centre for Social Analysis and Mathematics (rank: 933, publications: 129)
pin77	Roman Inderst	Goethe University Frankfurt -> Faculty of Economics and Business Administration -> Department of Finance (rank: 934, publications: 174)
pfr22	Daniel Friedman	University of California-Santa Cruz (UCSC) -> Economics Department (rank: 935, publications: 142)
pkn11	John Knight	Oxford University -> Department of Economics; Oxford University -> Department of Economics -> Centre for the Study of African Economies (CSAE) (rank: 936, publications: 169)
pra365	Imran Rasul	University College London (UCL) -> Department of Economics; Institute for Fiscal Studies (IFS); Institute for Fiscal Studies (IFS) -> ESRC Centre for the Microeconomic Analysis of Public Policy (CPP) (rank: 937, publications: 106)
